id	text	se_tag
861	Me los imaginaba cogiendo al bebé en brazos y dándole un golpe contra el canto de un armario al girarse con él.	expl
862	La página web del aeropuerto de Zaventem insta a los viajeros a comprobar si su vuelo ha sido cancelado antes de presentarse en el lugar.	expl
863	También esta semana es Junior quien aparece en la portada de Hola para sincerarse y hablar de su historia de amor.	expl
864	Los animales salvajes se diferencian según sus especies, en tanto que los domésticos lo hacen según sus razas.	expl
865	Las personas se ha alquilado un piso en Barcelona.	expl
866	Los pupilos de Maljkovic se vinieron abajo cuando Vidal y Hansen entraron en pista.	expl
867	Porque la nueva imagen de la reina no sólo minaba la autoridad del traje a la francesa sino que se mostraba plenamente acorde con ciertos ideales modernos de corte político e intelectual, participando de la anglomanía del momento.	expl
868	Estos dos últimos tenistas tienen que jugar la final mañana miércoles a las 18 horas, ya que no se pudo celebrar el domingo por falta de tiempo.	se-mark
869	Lo normal es que se alterne en ambas posiciones.	se-mark
870	La pareja creó su familia en el extranjero y siempre quisieron que Nora y Leo, de 5 y 4 años respectivamente, se criaran cerca de sus abuelos.	expl
871	El pánico se ha apoderado de Zaragoza.	expl
872	Por fin Koldo Rodero no se arrugó entre los grandes organizadores del Forum de Girona y el de Madrid-Fusión.	expl
873	Allí se trasladaban en barcas de cuero a Viveiro para decir misa.	expl
874	Esa técnica tiene el riesgo de que la cometa se escape.	expl
875	La necesidad del triunfo de Boca le llevó a precipitarse y a desarrollar un trabajo barnizado de ansiedad y de imprecisiones, circunstancia que aprovechó un sosegado River para tomar ventaja en el marcador.	expl
876	el pulido se realiza después del crepado.	se-mark
877	En una imagen que la película La reina de los bandidos -que ella detestaba-, hizo célebre, se entregó con las cartucheras en medio de una gran ceremonia. 	obj
878	¿O, acaso, sus nietas y herederas no se han podido gastar doscientas mil pesetas en su recuerdo?	expl
879	En escasos minutos de descenso llegamos al ansiado Nogal del Barranco, conocido por los veteranos montañeros como La Cabra, por encontrarse en ella un monumento en honor a la joya gredense, la cabra montés o cabra hispánica (Capra hispanica victoriae).	expl
880	Al comprobar la desaparición del joven, el padrastro pudo contactar con sus compañeros de la ONCE, quienes a su vez lograron averiguar con qué amigos que había salido por la noche, quienes lo vieron por última vez a las 04.30 horas cuando se despidió para	expl
881	Si se mirase sólo desde el punto de vista de una empresa privada, es lógico pensar cómo aumentar las ganancias de su explotación.	se-mark
882	- La figura del ángel debe quedar oculta al espectador, pero en una posición que permita reflejarse la figura en el cristal cuando pongamos en marcha el efecto.	expl
883	Desde la ermita de San Gregorio, se plasman en romerías, dances y fiestas populares.	se-mark
884	Añadimos la leche poco a poco, sin dejar de remover con la batidora manual de varillas, hasta que la mezcla se suavice.	se-mark
885	Hasta ese momento Begoña se encontraba bajo la presión de participar en un concurso de televisión.	expl
886	Era tarea complicada lograrla en el Manuel Ruiz de Lopera frente a un Betis al alza y que se gusta en su fútbol y en su estadio.	iobj
887	Algunas personas permanecían agarradas a las partes del puente que no se habían hundido totalmente.	se-mark
888	- Para dar un aspecto más actual a los acabados dejar las puntas rectas y con movimiento, lo que se consigue aplicando ceras y fijadores que aporten flexibilidad y duración.	se-mark
889	Queda así desmentida la noticia ofrecida por la revista US Weekly, que aseguraba que la pareja se había dado el sí, quiero el pasado fin de semana en Florida en una ceremonia íntima a la que sólo habían acudido unos amigos.	iobj
890	El técnico del Unicaja, Aíto García Reneses, vigente campeón de la Copa del Rey cuando el año pasado entrenaba al DKV, y el preparador más laureado con cinco títulos en sus vitrinas, tiene claro que los pronósticos que se puedan hacer en esta competición 	se-mark
891	El albaceteño sigue recuperándose de una distensión en los aductores y su presencia está totalmente descartada contra el Zaragoza y es dudosa en el encuentro liguero del próximo domingo frente al Sevilla.	expl
892	Mancini no le ha hecho nada malo a Adriano, nunca se ha comportado de una forma negativa.	expl
893	Esta característica es la base sobre la que se asienta todo el Programa de Formación Individual, motivo de este libro.	se-mark
894	El catalán, que aún cuenta con opciones de alcanzar el subcampeonato de la categoría, volvió a ganar la partida a su principal oponente, Valentino Rossi (Yamaha), al marcar un tiempo de 1.33.150, y ubicarse cinco puestos por encima del italiano, que fue o	expl
895	El pabellón de deportes de Benavides de Órbigo pretende convertirse en un lugar de prestigio para el saber hacer confitero de la provincia, en el que todos los creadores quieran estar, sin dejar de lado el ambiente festivo que rodea a la cita.	expl
896	Con el transcurso del tiempo el adjetivo se transformó en sustantivo.	expl
897	Pero yo creo que más importante que este aspecto es la motivación y el acento que hemos puesto en la promoción interna, en las oportunidades individuales que se tienen para crecer dentro de la compañía.	se-mark
898	El fútbol canario siempre tuvo ese rasgo, con un ritmo lento y contagioso, pero en el Bernabéu apenas dejó soberbio remate cuando el Madrid ya se había puesto en 'off'.	expl
899	Será su primera experiencia europea, pero no se achica.	expl
900	La decimoséptima etapa del Giro'06, entre la localidad de Termeno y la estación de Furcia, que sustituyó a la llegada en Plan Coronas, tuvo como protagonistas al italiano Leonardo Piepoli (Saunier Duval), que ganó la segunda etapa en este Giro, y al tambi	iobj
901	Además, en las pocas ocasiones en las que conseguía perforarla, el conjunto maño se veía frenado por la ingente cantidad de faltas que cometía el conjunto bilbaíno, que no tenía ningún rubor en la reiteración de las mismas.	iobj
902	Si bien siempre dije que me gustaría quedarme siempre allá, a veces no todo se da como uno quiere, manifestó.	se-mark
903	Había cuatro iglesias, un par de hospitales para peregrinos y una importante judería desde la que se administraban el castillo y el horno.	se-mark
904	¿Cómo se enteraron?	expl
905	El tenista argentino Mariano Puerta dio positivo en un control antidopaje efectuado la víspera de su derrota en la final de Roland Garros del pasado 5 de junio, en la que se impuso el español Rafael Nadal, según informa este miércoles el diario L'Equipe.	expl
906	Los grupos Aramburu y Franco se edificaron hacia 1960, en pleno despegue industrial.	se-mark
907	El año pasado se produjeron casi 300 incidentes graves en las zonas costeras.	se-mark
908	La novia de américa jugó a ser 'Pretty Woman' por Avenue Montagne con su estilista, en vez de Rodeo Drive con Richard Gere, y se plantó un Armani que le sentaba mucho mejor que el peto vaquero que lleva a diario en su rancho de Nuevo México.	iobj
909	Cuando tengas que descongelar un trozo de pan en el microondas, envuélvelo en una hoja de papel absorbente, así evitarás que el pan se reseque y parecerá recién horneado.	se-mark
910	- Añadir el aromatizante, si se desea, con ayuda de una espátula.	se-mark
911	En el inmenso paddock de Shanghái, sentado en un rincón, cerré los ojos y se me vinieron a la cabeza miles de recuerdos: la remontada de Australia, la primera victoria que pude narrar de Fernando en Malasia, el carrerón de dos españoles en Bahréin, la ago	expl
912	En ocasiones, se comporta de manera prepotente.	expl
913	El propietario de la vivienda puede pedirte el aval de un banco o de una persona de confianza para asegurarse de que cobrará el alquiler cada mes.	expl
914	Esa pérdida se origina en los hurtos, así como en errores administrativos en los procesos y en la fijación de precios.	se-mark
915	Conocido internacionalmente, hasta la fecha Alejandro Sanz había podido cuidar su privacidad y mantenerse fuera de los focos.	obj
916	A la profesionalización se encaminaban distintos clubes españoles desde una posición desigual.	expl
917	Entre las sugerencias de Solís se encuentran las tapas de envoltini, erizo de mar y el salteado de langostinos con arroz y alioli.	se-mark
918	Allí se libró una gran batalla que terminó en victoria pirata.	se-mark
919	El mítico Ladislao Kubala, que permanece ingresado desde hace una semana en la clínica de El Pilar de Barcelona, se encuentra en la Unidad de Cuidados Intensivos del centro por una disminución de conciencia, mantiene una respiración espontánea y sus const	expl
920	El seleccionador también ha analizado las combinaciones que podría estar barajando John McEnroe para enfrentarse a España, especialmente la posibilidad de apostar por Mardy Fish para disputar alguno de los individuales.	expl
921	Para darse a conocer, la fundación ha editado un calendario para 2006 con una tirada de un millón de ejemplares.	expl
922	El alcalde de León, Francisco Fernández, y su teniente de alcalde, José María Rodríguez de Francisco, inauguraron ayer el parque que se ha construido en La Serna, en el solar donde antes estaba Tabacalera.	se-mark
923	La condición de choque rápido se vio desde los primeros minutos, con un juego muy directo, en ambos campos, de los que destacaría un activo Regueiro por parte valencianista.	se-mark
924	El día que se conoció la noticia de la desaparición de la piloto, Carmen escribió un tuit que rezaba: «Día muy triste… La vida es injusta a veces, luchaste mucho compañera por tu sueño y te vas como una gran campeona».	se-mark
925	En las últimas semanas se había acentuado el proceso terminal de un cáncer óseo que le fue detectado a finales del pasado año.	se-mark
926	Ahora, todo queda en el aire, cuando ya se cerró la fase regular.	se-mark
927	Las guías, tan socorridas desde que las pusieron de moda los viajeros franceses e ingleses de la ilustración y, sobre todo, del romanticismo, no paran de darnos sorpresas sin perder un ápice de interés ni de utilidad, alimentando nuestro conocimiento con 	expl
928	Del descubrimiento de flechas y artefactos en la actual ciudad de Nueva York se desprende que los manahattoes y canarsies fueron sus primeros pobladores antes de que llegaran a estas tierras los europeos.	se-mark
929	Además hay una ventaja añadida tratándose de España, me han dicho que sólo tardan 2 días en mandártelas y que no cobran gastos de transporte.	se-mark
